Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
NEWS,E P DOS SANTOS - RESTAURANTE E PIZZARIA,19307048000175,19307048000175,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,2880000,0,250000,Empresa de Pequeno Porte,213-5,Empresário (Individual),0,8,2013-11-25,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM MIRIAM,BRAS DE ABREU,04419090,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,-,-,2880000,5611-2/03,0,-,+55 (11) 3483-9557,-,d.p-castilho@yahoo.com.br,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",pizza|restaurante,Não,AVENIDA,360,CASA  1
-,EDNA LEMES FERREIRA LANCHONETE,17263425000196,17263425000196,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,0,78000,Empresa de Pequeno Porte,213-5,Empresário (Individual),0,9,2012-11-27,Alta,-,BRASIL,São Paulo,SAO PAULO,PARI,PARDAL,03035120,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/03,0,-,+55 (11) 8425-7880,-,coutinho75@ig.com.br,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,8,-
CORDEIRO LIMA LANCHES E DOCERIA,JOSE ANTENIZIO LIMA GONCALVES - LANCHES E DOCERIA,05936905000353,05936905000191,filial,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,4,100000,Empresa de Pequeno Porte,213-5,Empresário (Individual),2,8,2014-04-10,Média,-,BRASIL,São Paulo,SAO PAULO,JARDIM PAULISTA,BRIGADEIRO LUIS ANTONIO,01401001,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,4320000,5611-2/03,19,-,+55 (11) 3107-4298,-,cordeirolimaled@hotmail.com,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,AVENIDA,3193,LOJA  3
-,LUIZ DONIZETTI RISSI LANCHONETE,51182723000190,51182723000190,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,-,100000,Empresa de Pequeno Porte,213-5,Empresário (Individual),1,43,1979-03-01,Alta,-,BRASIL,São Paulo,SAO PAULO,ITAIM PAULISTA,SARDOA,08120440,-,-,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Não Optante,2880000,5611-2/03,-,"+55 (11) 2569-2882,+55 (11) 2025-4211",+55 (11) 2572-1295,-,lexcontabil@lexcontabil.com,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,167,CASA  02
LANCHONTE YUNHAN,LS. BAO LANCHES,12998496000113,12998496000113,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,3770432,8,20000,Não Informado,213-5,Empresário (Individual),0,11,2010-08-05,Alta,-,BRASIL,São Paulo,MAUA,VILA BOCAINA,BARAO DE MAUA,09310000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,3770432,5611-2/03,8,-,+55 (11) 4514-7611,-,barao.maua@uol.com.br,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,AVENIDA,186,-
RIT PASTEL,ROGERIO RAMOS CUNHA BASTOS LANCHONETE,25405786000158,25405786000158,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,3215683,3,1000,Não Informado,213-5,Empresário (Individual),3,5,2016-08-08,Média,-,BRASIL,São Paulo,SAO PAULO,SANTO AMARO,BARAO DE DUPRAT,04743060,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,6848173,5611-2/03,14,-,+55 (11) 3832-1079,-,david.juarez@terra.com.br,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,114,LOJA  02
LANCHONETE ABU HAGOP,SEZAR MERTKHANIAN,28997551000190,28997551000190,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,2880000,0,400000,Empresa de Pequeno Porte,213-5,Empresário (Individual),0,4,2017-11-06,Média,-,BRASIL,São Paulo,SAO PAULO,BOM RETIRO,TRES RIOS,01123000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5611-2/03,0,+55 (11) 1111-1111,+55 (11) 1111-1110,-,sensocontabil@hotmail.com,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,42,-
RIT PASTEL,ROGERIO RAMOS CUNHA BASTOS LANCHONETE,25405786000239,25405786000158,filial,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1665065,5,1000,Não Informado,213-5,Empresário (Individual),3,5,2017-05-09,Média,-,BRASIL,São Paulo,SAO PAULO,SANTO AMARO,BARAO DO RIO BRANCO,04753000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,6848173,5611-2/03,14,+55 (11) 4758-2358,+55 (11) 5925-0773,-,rifersan@escritoriorifersan.com.br,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,336,-
LANCHONETE RIBA'S,I. M. A. DIAS,60951274000198,60951274000198,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,0,95000,Empresa de Pequeno Porte,213-5,Empresário (Individual),0,32,1989-07-11,Média,-,BRASIL,São Paulo,SAO PAULO,VILA MARIANA,JOINVILLE,04008010,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Sim,Optante pelo Simples,1440000,5611-2/03,0,-,+55 (11) 3104-4800,-,anto-sou@uol.com.br,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,56,-
ARABI'S ESFIHARIA,JUSIANE REGINA BASSO LANCHONETE,41322740000121,41322740000121,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,-,100000,Empresa de Pequeno Porte,213-5,Empresário (Individual),0,1,2021-03-23,Média,-,BRASIL,São Paulo,OSASCO,PRESIDENTE ALTINO,WERNER BATTENFELD,06210170,-,-,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/03,-,-,+55 (11) 4517-2222,-,merez2050@gmail.com,-,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,-,BOX   02
