Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
-,BAR E LANCHES ESTADAO LTDA,62288873000107,62288873000107,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,64,90000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,53,1968-12-05,Alta,-,BRASIL,São Paulo,SAO PAULO,CENTRO,NOVE DE JULHO,01050060,-,estadaolanches.com.br,não,sim,SP,(4) R$1M - R$4.8M,(3) 51 - 200,Pequena,-,ATIVA,Não,Não Optante,1440000,5611-2/03,64,-,-,-,comercial@estadaolanches.com.br,CARLOS ALBERTO PEREIRA DE NOBREGA|EDUARDO ZONTA|VERA REGINA ZONTA TIEZZI|OSWALDO ZONTA JUNIOR|LATIFE BITTAR ZONTA|SURAIA ZONTA BITTAR|ORLANDO ZONTA|OSWALDO ZONTA|WALDEMAR ZONTA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|lanch,Não,VIADUTO,193,-
-,365 BAR E LANCHONETE LTDA,26405818000188,26405818000188,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,0,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,5,2016-10-24,Alta,-,BRASIL,São Paulo,SAO PAULO,TATUAPE,CELSO GARCIA,03064000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,1440000,5611-2/03,0,-,+55 (11) 3572-0535,-,paralegal@contec.cnt.br,GUSTAVO LUIZ DA FONSECA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|lanch,Não,AVENIDA,4314,LOJA  B
PIZZA POINT,PIZZA POINT SUPER LANCHES LTDA,73054140000116,73054140000116,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1372630,37,400000,Demais,206-2,Sociedade Empresária Limitada,0,28,1993-11-10,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,LIBERDADE,DA LIBERDADE,01502000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,-,-,1372630,5611-2/03,37,-,+55 (11) 5929-0345,-,"fiscal.habibs@br.gt.com,rodolfo.bezerra@habibs.com.br",HMA COMERCIAL DE PARTICIPACOES SOCIETARIAS LTDA.|GENNIUS STORES COMERCIO DE ALIMENTOS LTDA|SERGIO GRACIANO|LAIS LOURENCO ABBATE SILVA|CARLOS JOSE SAMAHA|APARECIDO DA SILVA|GEOVIC ADMINISTRACAO E PARTICIPACOES LTDA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch|pizza,Não,AVENIDA,1070,-
-,TBB MOOCA RESTAURANTE LTDA.,30106197000109,30106197000109,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,3265701,11,1000,Demais,206-2,Sociedade Empresária Limitada,0,4,2018-04-04,Alta,Estável,BRASIL,São Paulo,SAO PAULO,VILA PRUDENTE,CAPITAO PACHECO E CHAVES,03126000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,-,-,3265701,5611-2/03,11,-,+55 (11) 3508-4900,-,wellington.pimentel@multiqsr.com.br,WELLINGTON DE FREITAS PIMENTEL|CESAR ANTONELLI|LINCOLN PIMENTEL MARTINS|TBB GESTAO DE RESTAURANTES S/A|VCM PARTICIPACOES LTDA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,313,LOJA  SMO01137            PAVMTO1
-,CAFE HABITUAL CAFETERIA E RESTAURANTE LTDA,24825651000260,24825651000189,filial,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,2880000,31,330000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,2,2,2019-10-07,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA NOVA CONCEICAO,PRESIDENTE JUSCELINO KUBITSCHEK,04543011,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,5760000,5611-2/03,41,-,+55 (11) 5090-2020,-,legalizacao@dgct.com.br,ARMAN MURAT BEYAZGUL|ALAN RENATO GATTIBONI,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,AVENIDA,2041,PISO TERREO         LOJA  123 E 124 SHOPPING        CENTER JK IGUATEMI
-,VIANNA RESTAURANTE GRILL LTDA,40141490000160,40141490000160,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,-,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,1,2020-12-17,Baixa,-,BRASIL,São Paulo,SAO PAULO,IPIRANGA,BOM PASTOR,04203052,-,-,sim,sim,SP,(4) R$1M - R$4.8M,-,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/03,-,-,+55 (11) 5587-3775,-,valter.macedo@somesolucoescontabeis.com.br,EDILENA GIUSTI|TAILA EDUARDO PIUCO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,2103,-
-,SUSHI SAN RESTAURANTE LTDA,00125775000193,00125775000193,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,2880000,16,500000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,27,1994-07-13,Alta,-,BRASIL,São Paulo,SAO PAULO,VILA ALMEIDA,DAS NACOES UNIDAS,04795000,-,-,sim,não,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5611-2/03,16,+55 (11) 5523-9678,+55 (11) 2972-3516,-,-,JAIRO PADILHA NETO|CAROLINA MARTINS BARBOSA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,AVENIDA,22,LOJA  R48 - 12
-,BIBI'S RESTAURANTE LTDA,19978102000104,19978102000104,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,4800000,10,900000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,8,2014-03-31,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM UMUARAMA,INTERLAGOS,04661200,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,4800000,5611-2/03,10,+55 (11) 4427-7599,+55 (11) 4468-9333,-,cibelle.legalizacao@seccato.com.br,ADRIANA DE CARVALHO SOUZA|MENOR DE IDADE,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,AVENIDA,2255,LOJA: 70A; : SHOPPING INTERLAGOS;
ITAIPUGRIL,ITAIPUGRIL BAR E RESTAURANTE LTDA,52140589000127,52140589000127,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,1440000,27,60000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,39,1982-12-27,Média,-,BRASIL,São Paulo,SAO PAULO,CONSOLACAO,DA CONSOLACAO,01302001,-,-,sim,não,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/03,27,-,+55 (11) 3259-1447,-,-,URSSULA NOBRE ROCHA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|restaurante,Não,RUA,2068,-
-,AMATA BAR E RESTAURANTE LTDA,26575116000142,26575116000142,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,2880000,0,110000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,1,5,2016-11-21,Alta,-,BRASIL,São Paulo,SAO PAULO,PINHEIROS,CUNHA GAGO,05421001,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,2880000,5611-2/03,0,-,+55 (11) 5031-2860,-,legalizacao@contabem.com.br,ANDERSON ALAN COUTO GUIMARAES|FET PARTICIPACOES LTDA|RENATO DE CARVALHO VICARI|VINICIUS CARUSO GAUDIO|JVMC PARTICIPACOES EIRELI|GF FOUR PARTICIPACOES E INVESTIMENTOS LTDA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|restaurante,Não,RUA,836,-
