Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
55 BURGER JOINT LANCHONETE LTDA,55 BURGER JOINT LANCHONETE LTDA,21897157000212,21897157000131,filial,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,7752138,4,60000,Demais,206-2,Sociedade Empresária Limitada,6,6,2016-04-11,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,BELA VISTA,PAULISTA,01310100,-,-,sim,sim,SP,(5) R$4.8M - R$10M,(2) 4 - 50,Médio,-,ATIVA,-,-,51272256,5611-2/03,29,-,+55 (16) 3252-5462,-,"societario@grupokrs.com.br,adm@burgerjoint.nyc",MARCOS CAMPOMIZZI CALAZANS|BF BRASIL PARTICIPACOES S.A.|RICARDO RINKEVICIUS,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",burg|lanch,Não,AVENIDA,854,LOJA  58
-,LANCHESTAR REFEICOES EIRELI,15277256000207,15277256000118,filial,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,7076841,-,65000,Não Informado,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),1,9,2012-08-14,Média,Em declínio,BRASIL,São Paulo,SAO PAULO,JARDIM HELIAN,IOSOSUKE OKAUE,08265150,-,-,sim,sim,SP,(5) R$4.8M - R$10M,-,Médio,-,ATIVA,Não,Não Optante,7436841,5611-2/03,0,-,+55 (51) 3466-0068,-,fiscal@mlcassociados.com.br,CRISTINA CAMARGO CEZARINO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,483,FUNDOS;
-,TAX LANCHES EIRELI,06065979000162,06065979000162,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,8445419,31,70000,Demais,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,18,2004-01-06,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,BELA VISTA,AVANHANDAVA,01306000,-,-,sim,sim,SP,(5) R$4.8M - R$10M,(2) 4 - 50,Médio,-,ATIVA,Não,Optante pelo Simples,8445419,5611-2/03,31,"+55 (11) 3255-4120,+55 (11) 2081-8811,+55 (11) 2618-4744,+55 (11) 3255-3656",-,-,gerencia@alwacontabil.com.br,THIAGO DIAS MANCINI FERREIRA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,16,TERREO
-,PIZZA CREK FAST FOOD LTDA.,18905707000536,18905707000102,filial,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,7182578,7,30000,Demais,206-2,Sociedade Empresária Limitada,4,5,2017-02-15,Média,Em crescimento,BRASIL,São Paulo,SAO PAULO,VILA ANDRADE,GIOVANNI GRONCHI,05724003,-,-,sim,sim,SP,(5) R$4.8M - R$10M,(2) 4 - 50,Médio,-,ATIVA,Não,Não Optante,36229753,5611-2/03,50,-,+55 (11) 3053-0658,-,marcos@fplaw.com.br,MARCOS DE CARVALHO PAGLIARO|BRUNO FAGUNDES VIANNA|PAULO ROGERIO MOREIRA DA SILVA|VALBER DE ARAUJO SILVA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",pizza,Não,AVENIDA,5819,LOJA  SJS00353                  PISO P2                   SHOPPING JARDIM SUL
ARBY'S,ARBY'S SUPER LANCHES LTDA.,67604249000187,67604249000187,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,5049120,24,50000,Demais,206-2,Sociedade Empresária Limitada,0,30,1992-02-19,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,VILA ALBERTINA,MARIA AMALIA LOPES AZEVEDO,02350012,-,-,sim,sim,SP,(5) R$4.8M - R$10M,(2) 4 - 50,Médio,-,ATIVA,-,-,5049120,5611-2/03,24,"+55 (17) 2136-2743,+55 (17) 2136-2773",+55 (17) 2136-2740,-,"fiscal.habibs@br.gt.com,rodolfo.bezerra@habibs.com.br",ANA PAULA DE SOUZA CESAR|HMA COMERCIAL DE PARTICIPACOES SOCIETARIAS LTDA.|TUPIN COMERCIAL DE PARTICIPACOES SOCIETARIAS LTDA|FERNANDO FERNANDES BRAZ|GENNIUS STORES COMERCIO DE ALIMENTOS LTDA|APARECIDO DA SILVA|CARLOS JOSE SAMAHA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,RUA,899,-
VINIL BURGER PINHEIROS,MCM CAFE BAR LIMITADA,06878269000151,06878269000151,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,7950809,9,20000,Demais,206-2,Sociedade Empresária Limitada,4,17,2004-05-26,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,PINHEIROS,PADRE CARVALHO,05427020,-,vinilburger.com.br,sim,sim,SP,(5) R$4.8M - R$10M,(2) 4 - 50,Médio,-,ATIVA,Não,Não Optante,8193809,5611-2/03,39,+55 (11) 3032-1442,+55 (11) 98171-4766,-,marco@vinilburger.com.br,STEFANO DE FARIA TARANTINO|ANDRE DE FARIA TARANTINO|MARCO MAGRI DAIGE|DENISE HELENA DE FARIA TARANTINO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|burg,Não,RUA,18,-
-,JOAKINS HAMBURGER LTDA,61282612000109,61282612000109,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,9641870,59,170000,Demais,206-2,Sociedade Empresária Limitada,0,51,1970-11-10,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,ITAIM BIBI,JOAQUIM FLORIANO,04534010,-,-,sim,não,SP,(5) R$4.8M - R$10M,(3) 51 - 200,Médio,-,ATIVA,-,-,9641870,5611-2/03,59,-,+55 (11) 3838-6483,-,-,SILVESTRE COLANGELO|JOAO ENOQUE RIBEIRO GUIMARAES|EMYGDIO SILVESTRE COLANGELO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",burg,Não,RUA,163,-
-,JAFE LANCHETERIA LTDA,62546718000135,62546718000135,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,9448890,42,100000,Demais,206-2,Sociedade Empresária Limitada,0,32,1990-03-15,Alta,Em declínio,BRASIL,São Paulo,SAO PAULO,VILA FIRMIANO PINTO,DOUTOR RICARDO JAFET,04123020,-,-,sim,sim,SP,(5) R$4.8M - R$10M,(2) 4 - 50,Médio,-,ATIVA,-,-,9448890,5611-2/03,42,+55 (11) 5579-9593,+55 (11) 5575-5446,"Comércio varejista de suvenires, bijuterias e artesanatos,Comércio varejista de brinquedos e artigos recreativos",rodolfo.bezerra@habibs.com.br,GUILHERME TOSI NETO|GENNIUS STORES COMERCIO DE ALIMENTOS LTDA|DANIEL SALES BATISTA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",lanch,Não,AVENIDA,3000,-
LA BORRATXERIA,LA BORRATXERIA BAR Y PARRILLA LTDA,20434872000175,20434872000175,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,5574089,40,35000,Demais,206-2,Sociedade Empresária Limitada,5,7,2014-06-11,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,PINHEIROS,JOAO MOURA,05412001,http://instagram.com/underdogstreetfood,underdogbar.com.br,sim,sim,SP,(5) R$4.8M - R$10M,(2) 4 - 50,Médio,-,ATIVA,Não,Não Optante,18273980,5611-2/03,52,-,+55 (11) 3771-9669,-,contato@underdogbar.com.br,JOAO CARLOS MOLINA ESTEVES|SANTIAGO ROIG ALBUQUERQUE|GUILHERME RIBEIRO LEITE|CARLOS EDUARDO DA SILVA SE,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar,Sim,RUA,541,539 545 E 549
-,SIGTELY RESTAURANTES E FORNECIMENTO DE REFEICOES LTDA,21567287000106,21567287000106,matriz,"Lanchonetes, casas de chá, de sucos e similares",Alimentação,5043507,1,100000,Demais,206-2,Sociedade Empresária Limitada,1,7,2014-12-15,Alta,Em crescimento,BRASIL,São Paulo,SAO PAULO,CONSOLACAO,BELA CINTRA,01415005,-,-,sim,sim,SP,(5) R$4.8M - R$10M,(1) 1 - 3,Médio,-,ATIVA,-,-,12231244,5611-2/03,16,"+55 (11) 3723-6680,+55 (11) 3723-6684",+55 (11) 2133-8600,-,"diretoria@charlo.com.br,francisco.landim@cadis.com.br",CARLOS FELIPE SIGRIST|CARLOS THOMAZ WHATELY NETO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,1425,-
