Nome fantasia,Razão social,CNPJ,CNPJ matriz,Tipo de unidade,CNAE principal descrição,Segmento,Faturamento,Funcionários,Capital social,Porte RF,Natureza jurídica,Natureza jurídica descrição,Filiais,Idade empresa,Data de abertura,Nível de atividade,Tendência de crescimento,País,Estado,Cidade,Bairro,Endereço,CEP,Perfil instagram,Website,Possui telefone,Possui e-mail,UF,Faturamento - Faixas,Funcionários - Faixas,Porte,Relacionamento,Situação,Opção MEI,Opção Simples,Faturamento grupo,CNAE principal,Funcionários grupo,Telefones,Telefone principal,CNAEs secundários,E-mails,Sócios,Grupo CNAE,Grupo CNAE código,Regiões,Faturamento - Faixas Personalizadas,Palavra Mapeada,Possui Instagram?,Tipo Logradouro,Endereço Número,Endereço Complemento
-,BETONES SP RESTAURANTE E LANCHONETE LTDA,38068745000165,38068745000165,matriz,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,Alimentação,1440000,3,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,1,2020-08-12,Alta,-,BRASIL,São Paulo,SAO PAULO,PINHEIROS,VUPABUSSU,05429040,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5620-1/04,3,-,+55 (11) 9949-4026,-,betonesbbq@gmail.com,VINICIUS CANCIAN ZANETTI|JOSE HUMBERTO COSTA,"Serviços de catering, bufê e outros serviços de comida preparada",56.2,Sudeste,"(8) +1,2M",lanch|restaurante,Não,RUA,35,-
POSTO 11,P011 BAR & LANCHONETE EIRELI,31608396000188,31608396000188,matriz,Restaurantes e similares,Alimentação,1440000,1,96000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,3,2018-09-26,Média,-,BRASIL,São Paulo,SAO PAULO,SANTANA,FERNANDO SANDRESCHI,02013020,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/01,1,-,+55 (11) 2306-9441,-,atendimento@ezconsultoria.com,GABRIEL MORENO HORA DA CUNHA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|lanch|posto,Não,RUA,72,-
-,G A BAR E RESTAURANTE LTDA,34659810000176,34659810000176,matriz,Restaurantes e similares,Alimentação,2880000,0,400000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,2,2019-08-26,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM PAULISTA,LORENA,01424006,-,exitbarsp.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5611-2/01,0,-,+55 (11) 4308-7299,-,alenatacci@gmail.com,ALEXANDRE NATACCI DE SOUZA|GUILHERME LUNARDELLI ALVES DE LIMA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|restaurante,Não,ALAMEDA,2104,-
-,LA GLORIA PIZZA-BAR LTDA,07088352000190,07088352000190,matriz,Restaurantes e similares,Alimentação,1440000,22,100000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,17,2004-10-29,Alta,-,BRASIL,São Paulo,SAO PAULO,MOEMA,MACUCO,04523001,-,lagloriapizzabar.com.br,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/01,22,"+55 (11) 5054-0719,+55 (11) 3106-8001",-,-,dl@novacapcontabil.com.br,JULIANA CRISTINA SOUZA DE OLIVEIRA|MARCIO APARECIDO DE OLIVEIRA,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|pizza,Não,AVENIDA,685,-
CONTAINER BROOKLIN,"CONTAINER BAR, LANCHONETE E RESTAURANTE LTDA",38081104000140,38081104000140,matriz,Restaurantes e similares,Alimentação,2880000,0,200000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,1,2020-08-13,Alta,-,BRASIL,São Paulo,SAO PAULO,SANTO AMARO,MORUMBI,04703002,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5611-2/01,0,-,+55 (11) 2302-5274,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento,Lanchonetes, casas de chá, de sucos e similares",contato@braidacontabilidade.com.br,MARCIO JOSE COSTA FIGUEREDO|SERGIO LANDIOZE CAPUCHO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar|lanch|restaurante,Não,AVENIDA,8290,-
-,RESTAURANTE KOBAN EIRELI,07713908000191,07713908000191,matriz,Restaurantes e similares,Alimentação,1440000,13,100000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,16,2005-10-25,Alta,-,BRASIL,São Paulo,SAO PAULO,MOEMA,DOS ARAPANES,04524000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Não Optante,1440000,5611-2/01,13,-,+55 (11) 3326-5003,-,nissanct@terra.com.br,ELSON DA SILVA CONCEICAO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,ALAMEDA,397,-
-,MARIA GOURMET FAST-FOOD E RESTAURANTE EIRELI,17489778000109,17489778000109,matriz,Restaurantes e similares,Alimentação,2880000,4,350000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,9,2013-01-03,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM PAULISTANO,MARIA CAROLINA,01445000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5611-2/01,4,+55 (11) 2205-5120,+55 (11) 2023-8661,-,"dpl@kativacontabil.com.br,flashcontabil@uol.com.br",FABIO SANTINI,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,663,-
-,PIAZZA ITALIA RESTAURANTE EIRELI,36016964000175,36016964000175,matriz,Restaurantes e similares,Alimentação,2880000,0,110000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),1,2,2020-01-15,Alta,-,BRASIL,São Paulo,SAO PAULO,JARDIM PAULISTA,PAMPLONA,01405002,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Não Optante,5760000,5611-2/01,0,-,+55 (11) 2679-0812,-,luis@bazagaegomes.com.br,JOAO PEDRO DE SOUZA ARAUJO,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,1315,-
-,FLOR DE SAL RESTAURANTE EIRELI,38730397000140,38730397000140,matriz,Restaurantes e similares,Alimentação,2880000,0,110000,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,1,2020-09-23,Média,-,BRASIL,São Paulo,SAO PAULO,JARDIM PAULISTA,ITU,01421001,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5611-2/01,0,-,+55 (11) 5072-4509,-,ragionierecontabilidade@gmail.com,LORENA DE CARVALHO TIENE,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,ALAMEDA,225,TERREOTERREO
JIEN SUSHI,RESTAURANTE JIEN SUSHI LTDA,30126498000102,30126498000102,matriz,Restaurantes e similares,Alimentação,1440000,0,80000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,4,2018-04-06,Alta,-,BRASIL,São Paulo,SAO PAULO,SANTO AMARO,CHAFIC MALUF,04710160,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/01,0,-,+55 (11) 7028-3877,-,sor.17@hotmail.com,JIENSUI WONG JUNIOR|SERGIO DE OLIVEIRA RODRIGUES|ROSI DUARTE GUIMARAES RODRIGUES,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,47,-
COALA,AGP RESTAURANTE E COMERCIO VAREJISTA DE ALIMENTOS EM GERAL LTDA,32292516000143,32292516000143,matriz,Restaurantes e similares,Alimentação,2880000,19,500000,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,3,2018-12-20,Alta,-,BRASIL,São Paulo,SAO PAULO,ITAIM BIBI,PEDROSO ALVARENGA,04531001,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(2) 4 - 50,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5611-2/01,19,-,+55 (11) 9875-7719,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento,Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",vdmult@terra.com.br,ALESSANDRA YUME TUJISOKI|GIULIANA YAMIN GOBBETTI|PAULA LILLA DRUMMOND,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,666,-
NELITA,NELITA RESTAURANTE LTDA,31808212000123,31808212000123,matriz,Restaurantes e similares,Alimentação,2880000,1,437500,Empresa de Pequeno Porte,206-2,Sociedade Empresária Limitada,0,3,2018-10-19,Alta,-,BRASIL,São Paulo,SAO PAULO,PINHEIROS,FERREIRA DE ARAUJO,05428000,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,2880000,5611-2/01,1,"+55 (11) 2294-8215,+55 (11) 7610-6744",+55 (11) 2294-7120,-,contabil-neves@uol.com.br,DANYEL STEINLE DUARTE SILVA|LUCAS GOMES NAVARRO SANCHEZ,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",restaurante,Não,RUA,330,-
BAR O,BAR DO HOSTEL EIRELI,35487850000140,35487850000140,matriz,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",Alimentação,1440000,1,99800,Empresa de Pequeno Porte,230-5,Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),0,2,2019-11-12,Alta,-,BRASIL,São Paulo,SAO PAULO,PINHEIROS,INACIO PEREIRA DA ROCHA,05432011,-,-,sim,sim,SP,(4) R$1M - R$4.8M,(1) 1 - 3,Pequena,-,ATIVA,Não,Optante pelo Simples,1440000,5611-2/05,1,-,+55 (11) 3063-5216,-,pedro@odecasahostel.com,PEDRO MORETTI AMARAL,Restaurantes e outros serviços de alimentação e bebidas,56.1,Sudeste,"(8) +1,2M",bar,Não,RUA,385,TERREOBAR O
